indicx,no_cidade
"73.83","Araporã"
"33.66","Cacimbinhas"
"28.76","Monte Alegre"
"63.33","Celso Ramos"
"50.48","Apodi"
"66.66","Figueirão"
"91.05","Uraí"
"76.47","Caranaíba"
"35.07","Cocal"
"65.10","Gouveia"
"86.94","São Bento do Sul"
"72.63","Entre-Ijuís"
"75.59","Itapejara d'Oeste"
"80.00","Santa Carmem"
"50.90","Cabrobó"
"87.09","Serra Alta"
"33.87","Jaguaquara"
"61.03","Poço Dantas"
"94.19","Realeza"
"51.06","Cidreira"
"63.40","Iguatemi"
"72.47","Jaguari"
"71.42","Faxinal do Soturno"
"73.99","Passos"
"41.55","Ladainha"
"49.15","São José de Princesa"
"28.82","Sena Madureira"
"63.15","Dona Inês"
"26.99","Corrente"
"83.92","Américo de Campos"
"92.30","Pains"
"69.38","Itamarati de Minas"
"21.91","Ruy Barbosa"
"54.41","Miracatu"
"46.05","Sapucaia"
"100.00","Vila Maria"
"49.55","Guaratinga"
"81.30","Divinolândia"
"69.02","Aiuaba"
"89.10","Miraí"
"80.00","Miracema"
"34.73","Padre Carvalho"
"73.85","Igarapé"
"59.61","Buenópolis"
"70.73","Chuí"
"78.24","Monte Carmelo"
"83.16","Crixás"
"54.67","Antônio Gonçalves"
"83.33","Rio Fortuna"
"64.09","Pedro Alexandre"
"49.01","Santa Fé do Araguaia"
"41.78","Posse"
"28.68","Paranhos"
"39.49","Porto Franco"
"80.83","Carapebus"
"15.00","Abreulândia"
"87.55","Monte Santo de Minas"
"74.15","Pinhais"
"90.24","Chupinguaia"
"69.91","Boa Vista da Aparecida"
"91.66","Seara"
"61.53","São Miguel do Anta"
"88.00","Rancho Alegre"
"78.78","Bom Jesus"
"8.49","Jordão"
"65.14","Pitangui"
"65.90","Itatiba do Sul"
"40.32","Pedra Grande"
"32.27","Capela"
"64.25","Rio Branco do Sul"
"34.38","Aragarças"
"63.82","Salgadinho"
"77.04","Altamira do Paraná"
"90.43","Bom Princípio"
"68.18","Riachão"
"73.27","Hortolândia"
"59.81","Santa Luzia"
"68.70","Ibiaí"
"95.74","Ilópolis"
"71.73","Cacimba de Areia"
"83.33","Trindade do Sul"
"78.00","Paraíso"
"66.66","Mulungu"
"65.74","Arinos"
"84.61","Paraná"
"50.00","Silveiras"
"47.07","Igaraçu do Tietê"
"91.13","Rafael Fernandes"
"78.94","Francisco Alves"
"81.08","Jardim"
"68.96","São Gabriel do Oeste"
"64.47","Iaras"
"33.61","Santarém"
"90.90","Floriano Peixoto"
"94.04","Jesuítas"
"49.67","Araçoiaba"
"79.54","Santo Antônio do Grama"
"49.19","Rio Verde de Mato Grosso"
"87.96","Valentim Gentil"
"73.71","Terenos"
"90.13","Cruz Machado"
"86.94","Ivaiporã"
"20.00","Primeira Cruz"
"35.71","Tanquinho"
"87.15","Estiva"
"65.76","Mirante do Paranapanema"
"56.63","Duque de Caxias"
"75.71","Sanclerlândia"
"6.51","Turilândia"
"65.21","Novo Santo Antônio"
"68.86","Inocência"
"75.91","Presidente Bernardes"
"71.64","Caeté"
"69.44","José Bonifácio"
"53.86","Barra da Estiva"
"28.21","Brasiléia"
"79.65","Muniz Freire"
"65.27","Taperoá"
"70.89","Iconha"
"47.40","Corumbá"
"80.00","André da Rocha"
"25.68","Uauá"
"16.91","Luís Correia"
"70.58","Baixo Guandu"
"78.46","Itapira"
"75.28","Ibitinga"
"21.26","Morros"
"37.91","Olho d'Água das Flores"
"83.58","Itaipulândia"
"27.14","Itaipé"
"87.77","Cambé"
"24.53","Nova Soure"
"90.38","Ocauçu"
"22.95","Goianorte"
"53.08","São Vicente do Sul"
"57.78","Jaciara"
"26.38","São José da Coroa Grande"
"90.00","Lourdes"
"69.14","Juína"
"41.85","Peixoto de Azevedo"
"92.85","São Vendelino"
"84.61","Vila Lângaro"
"64.44","Pinhalzinho"
"25.93","Maraã"
"40.88","Santo Antônio do Leverger"
"60.43","Mataraca"
"73.73","Cachoeira Alta"
"28.31","Davinópolis"
"52.87","Pirenópolis"
"64.20","Lagoa Seca"
"76.92","Petrolândia"
"88.71","São José do Rio Preto"
"60.57","Três Rios"
"79.71","Santa Lúcia"
"24.75","Almeirim"
"34.09","Francisco Macedo"
"79.31","Itápolis"
"95.27","Monte Alto"
"84.53","Inhumas"
"61.53","Central de Minas"
"88.88","Medeiros"
"82.16","Rosário do Sul"
"83.72","Brochier"
"76.61","Rubim"
"93.54","Colorado"
"92.93","Catanduva"
"78.43","Rodeiro"
"55.88","Ibitirama"
"79.48","Uirapuru"
"34.05","Lago dos Rodrigues"
"86.25","Rio Negro"
"52.08","Tupanatinga"
"38.17","Bonito"
"52.38","Desterro de Entre Rios"
"54.45","Tamboril"
"75.54","Pirapora"
"31.37","Jequitinhonha"
"45.94","Camutanga"
"49.44","Primavera"
"65.37","Patos"
"83.72","Brasilândia do Sul"
"91.21","Muzambinho"
"90.95","Amparo"
"30.84","Axixá do Tocantins"
"8.08","Pilão Arcado"
"32.27","Eirunepé"
"15.68","Camacan"
"48.07","Mathias Lobato"
"70.65","Estrela do Sul"
"87.69","Londrina"
"44.84","Colniza"
"39.25","Santa Inês"
"33.03","Vila Bela da Santíssima Trindade"
"47.41","Araguanã"
"57.93","Varzelândia"
"25.09","Anagé"
"81.79","Goiatuba"
"81.96","Sumidouro"
"52.94","São João da Paraúna"
"66.00","Minas do Leão"
"75.00","São Martinho da Serra"
"90.62","Marques de Souza"
"36.77","Itarantim"
"83.82","Barão do Triunfo"
"73.68","Inajá"
"64.51","Salitre"
"34.23","Conceição do Almeida"
"75.60","São Gonçalo do Pará"
"66.19","Turvolândia"
"69.85","Palmital"
"73.33","São Brás do Suaçuí"
"57.37","Ibimirim"
"80.00","Iguatu"
"78.39","Araguari"
"56.25","Lagoão"
"48.86","Silvanópolis"
"85.03","Volta Redonda"
"56.25","Porto Vitória"
"12.65","Curuá"
"69.32","Sarandi"
"9.75","Tartarugalzinho"
"65.82","Piraquara"
"100.00","Guarani"
"56.44","Itatuba"
"33.65","Simões Filho"
"61.55","Carapicuíba"
"20.31","Santa Rosa do Piauí"
"29.16","Ielmo Marinho"
"37.63","Tumiritinga"
"10.65","Santo Amaro do Maranhão"
"84.87","Congonhinhas"
"60.00","Lutécia"
"73.82","Mirante da Serra"
"54.83","Berizal"
"34.97","Andaraí"
"83.33","São Fidélis"
"95.23","Casca"
"53.27","Paulo Jacinto"
"64.00","Princesa"
"83.72","Carrancas"
"81.81","Benedito Novo"
"37.86","Pedreiras"
"80.00","Cristina"
"61.29","Iapu"
"69.74","Lagoa Santa"
"87.50","Consolação"
"66.36","Tangará"
"83.78","Alfredo Marcondes"
"24.45","Guajará"
"91.20","Tupi Paulista"
"71.42","Poloni"
"64.23","Nova Crixás"
"42.93","Luziânia"
"71.79","Porto Alegre"
"91.07","Rinópolis"
"53.57","Teixeira de Freitas"
"38.46","Água Preta"
"35.48","Rio da Conceição"
"67.74","Rancho Queimado"
"24.05","Inhangapi"
"79.85","Pederneiras"
"72.76","Itapetininga"
"43.68","Ponta de Pedras"
"41.17","Altinho"
"27.05","Bertolínia"
"78.89","Goiânia"
"91.86","Mariópolis"
"80.13","Paraguaçu Paulista"
"39.81","Paulistana"
"71.42","Alvarenga"
"37.50","Tavares"
"55.90","Agrolândia"
"68.71","Dourados"
"0.51","São Paulo de Olivença"
"70.58","Caparaó"
"66.66","Martins"
"35.16","Terra Santa"
"38.88","Miguel Leão"
"51.03","Belo Oriente"
"58.18","Francisco Dumont"
"71.97","Nova Friburgo"
"49.70","Presidente Figueiredo"
"94.42","Guaporé"
"81.81","Rio Bananal"
"22.78","Anapu"
"25.88","Esplanada"
"36.50","Nazaré Paulista"
"45.67","Trajano de Moraes"
"88.65","Parambu"
"85.71","Professor Jamil"
"57.54","São Sebastião do Anta"
"62.38","Nova Porteirinha"
"91.36","Colina"
"82.96","Uberlândia"
"85.71","Itacurubi"
"42.09","São Luís"
"82.00","Lindóia do Sul"
"34.37","Aroeiras do Itaim"
"55.87","Mongaguá"
"87.57","Muqui"
"50.77","Santo Antônio"
"74.21","São Luís do Paraitinga"
"87.50","Venda Nova do Imigrante"
"62.42","Baturité"
"56.74","Muritiba"
"90.74","Borda da Mata"
"61.83","Massapê"
"3.89","São Luís Gonzaga do Maranhão"
"47.69","Bom Jesus do Galho"
"92.20","Santa Helena"
"74.32","Araponga"
"87.09","Carlos Barbosa"
"86.14","Santos"
"73.85","Jaguaré"
"22.37","João Lisboa"
"93.01","Buritama"
"81.45","Vila Valério"
"40.00","Divinolândia de Minas"
"29.38","Acajutiba"
"90.79","Bady Bassitt"
"76.83","Comodoro"
"79.66","São Francisco de Paula"
"78.80","Santo André"
"67.37","Itaquaquecetuba"
"91.66","Kaloré"
"48.19","Santa Cecília"
"20.76","Juruá"
"90.56","Três Cachoeiras"
"68.45","Novo Oriente"
"54.79","São Pedro da Cipa"
"32.43","Igrapiúna"
"67.01","Tijucas"
"88.57","Cabo Verde"
"47.95","Ipaba"
"48.34","Criciúma"
"71.34","Buri"
"77.50","Itarumã"
"24.65","Parintins"
"47.29","Areia"
"72.46","Montes Claros de Goiás"
"60.94","São Sebastião do Uatumã"
"11.38","Belágua"
"44.44","Geminiano"
"86.44","São Sepé"
"95.74","Alvinlândia"
"73.51","Presidente Getúlio"
"60.52","Paranapoema"
"59.38","Araguaína"
"92.68","Bocaina"
"54.63","Arneiroz"
"77.39","Nova Ubiratã"
"75.57","Valença do Piauí"
"74.54","Paula Cândido"
"62.50","Nova Santa Helena"
"86.95","Alagoa"
"36.53","João Dias"
"81.18","Santa Cruz do Rio Pardo"
"23.07","Antônio Almeida"
"80.10","Campo Verde"
"52.10","Ipixuna"
"95.16","São Paulo das Missões"
"87.09","Terra Boa"
"100.00","Oscar Bressane"
"59.52","Inimutaba"
"84.61","Água Limpa"
"27.27","Rafael Godeiro"
"93.33","Bilac"
"9.81","Nova Olinda do Maranhão"
"90.00","Quatiguá"
"80.57","Iracema"
"42.64","Canoinhas"
"47.91","Poço de José de Moura"
"84.79","Itapecerica"
"50.00","Luislândia"
"33.42","Tamandaré"
"54.70","Rio Tinto"
"79.41","Mendonça"
"93.71","Itaporã"
"20.83","Itapiratins"
"88.88","Rochedo"
"26.61","Vargem Grande"
"65.85","Serra Branca"
"66.66","Cachoeira"
"85.71","Aratiba"
"67.34","Aguaí"
"91.66","Monte Castelo"
"69.76","São Miguel do Passa Quatro"
"35.63","Jiquiriçá"
"83.56","Itaporanga"
"35.78","Adustina"
"73.40","Gravataí"
"57.33","Frutuoso Gomes"
"73.33","Campestre da Serra"
"81.55","Nazário"
"63.06","Jupi"
"69.09","Limeira do Oeste"
"84.37","Salgado Filho"
"62.61","Soledade"
"64.62","Dores do Indaiá"
"74.83","Itaguaçu"
"13.93","Cajari"
"50.58","Cordeiros"
"5.40","Fortaleza do Tabocão"
"79.66","Matão"
"46.66","Mimoso de Goiás"
"89.14","Cajamar"
"57.83","São José da Lapa"
"33.21","Biritinga"
"17.06","Viana"
"12.75","Estreito"
"74.24","Bom Jesus do Araguaia"
"86.95","Alto Feliz"
"78.10","São Félix"
"58.53","Lagamar"
"57.97","Felício dos Santos"
"76.30","Fazenda Rio Grande"
"60.86","Fernando de Noronha"
"65.04","Conceição da Feira"
"58.46","São Geraldo da Piedade"
"81.94","São José da Barra"
"23.31","Serra do Mel"
"26.10","Cipó"
"54.41","Divisa Alegre"
"78.25","Aparecida"
"87.83","Araras"
"69.44","Almirante Tamandaré"
"71.59","Piranguinho"
"46.80","Santana do Jacaré"
"53.17","Alfredo Wagner"
"83.58","Paranaiguara"
"80.33","Maria da Fé"
"90.00","Arapuá"
"52.87","São Gonçalo do Amarante"
"44.27","Redenção"
"16.43","Jussara"
"88.88","Altair"
"77.89","Uchoa"
"72.94","Saudade do Iguaçu"
"79.59","Pantano Grande"
"87.43","Lajeado"
"80.21","Jussara"
"80.51","São Tomé"
"31.29","Baía Formosa"
"91.30","Damolândia"
"62.96","Fronteiras"
"20.68","Mossoró"
"91.30","Tucunduva"
"60.56","Jataúba"
"68.18","Barra Bonita"
"40.64","Feira Grande"
"73.41","Guaramiranga"
"77.14","Treviso"
"32.47","Poço Verde"
"81.29","Centenário do Sul"
"24.13","Piçarra"
"86.64","Extrema"
"48.96","Macau"
"100.00","Lunardelli"
"64.06","Mata"
"57.80","Ibateguara"
"57.34","Pedras de Fogo"
"96.36","Boa Vista do Buricá"
"81.66","Herculândia"
"76.27","Tubarão"
"90.00","Ibema"
"65.11","Congo"
"47.02","Casinhas"
"56.80","Aurora"
"91.42","David Canabarro"
"14.01","Palestina do Pará"
"68.03","Mirassol d'Oeste"
"58.06","Carmolândia"
"71.42","Rio Pomba"
"25.53","Campestre do Maranhão"
"46.51","Riacho de Santo Antônio"
"90.80","Tupãssi"
"46.77","Carnaíba"
"54.23","Muricilândia"
"19.38","São Raimundo do Doca Bezerra"
"31.13","Tanque d'Arca"
"73.33","Terra Nova"
"39.61","Pilar"
"34.17","Curral de Cima"
"57.95","Balneário Barra do Sul"
"69.56","Cândido Rodrigues"
"89.02","Juruaia"
"34.57","Magalhães Barata"
"82.23","Rosana"
"84.96","São Jerônimo"
"48.25","Itaitinga"
"80.00","Passa Sete"
"31.28","Canguaretama"
"87.50","Leópolis"
"31.36","Imaculada"
"72.22","Florânia"
"22.72","Areia Branca"
"36.50","Novo Triunfo"
"80.95","Porto Mauá"
"27.18","Serra Preta"
"30.90","Chaval"
"50.20","Orocó"
"83.33","Princesa Isabel"
"32.87","Piaçabuçu"
"69.62","General Câmara"
